电影名称,导演,主演,类型,制片国家/地区,时长,评分,评价人数
破门,徐耿,马顺洗&&李虎城&&彭一家&&刘炷诗嫚&&蒲浩宇&&陈钶予&&李金津川&&徐谦&&邓诗国&&陈建宇&&苏爱娟,剧情,中国大陆,104,7.7,2135
致命切割,罗宁·提姆,亚瑞克·阿莫苏帕西瑞&&Sonthaya Chitmanee&&Jessica Pasaphan&&察猜·本班尼,悬疑&&惊悚&&犯罪,泰国,99,7.6,12932
影子大亨,伊桑·科恩,蒂姆·罗宾斯&&詹妮弗·杰森·李&&保罗·纽曼&&约翰·马奥尼&&查尔斯·德恩,剧情&&喜剧&&爱情&&奇幻,英国,111,7.6,10994
七小福,罗启锐,洪金宝&&郑佩佩&&林正英&&钟锦任&&张文龙&&岑建勋&&午马&&杨任贤&&黄剑伟,剧情&&动作&&传记&&历史,中国香港,108,7.6,3124
海贼王路飞篇：手掌岛的冒险,本乡满,田中真弓&&冈村明美&&中井和哉&&山口胜平&&平田广明&&大谷育江&&山口由里子&&矢尾一树&&长岛雄一&&池田秀一&&岸野幸正&&松冈洋子&&田原阿尔诺&&土门仁&&小林通孝&&大本真基子&&园部启一&&龙田直树&&桐本拓哉&&菅生隆之&&土井美加&&永野广一&&竹本英史&&荒井聪太&&金本凉辅&&藤本隆弘&&德山靖彦&&岛崎信长&&宫坂俊藏&&日比爱子&&鹿野优以&&照井春佳&&藤井雪代&&平井启二&&石桥美佳&&大场真人&&大塚周夫,动画,日本,102,7.6,2364
时间,金基德,成贤娥&&河正宇&&朴志妍&&金成珉,剧情&&爱情,韩国,97,7.5,27694
心理测量者SS3：在恩怨的彼方,盐谷直义,关智一&&诸星堇&&本田贵子&&志村知幸&&高木涉&&鹤冈聪&&樱井孝宏&&佐佐木义人&&若林佑&&行成桃姬&&广濑淳&&藤沼建人&&松田修平&&堀聪十郎&&相乐信赖&&大西弘祐&&大井麻利衣&&夏川朋子&&矶部勉,动作&&动画&&犯罪,日本,67,7.5,2244
新包法利夫人,安妮·芳婷,杰玛·阿特登&&杰森·弗莱明&&法布莱斯·鲁奇尼&&艾尔莎·泽贝斯坦&&尼尔斯·施内德&&卡西·莫泰·克莱恩&&菲利普·乌禅,剧情,法国,99,7.4,3496
情逢敌手,袁和平,袁和平&&甄子丹&&狄威,喜剧&&爱情,中国香港,92,7.4,2393
西蒙妮,安德鲁·尼科尔,阿尔·帕西诺&&薇诺娜·瑞德&&瑞秋·罗伯茨&&凯瑟琳·基纳&&埃文·蕾切尔·伍德,剧情&&喜剧&&科幻,美国,117,7.3,11816
活死人黎明,乔治·A·罗梅罗,David Emge&&肯·佛瑞&&斯科特·H·雷宁格&&Gaylen Ross&&David Crawford,动作&&恐怖,意大利,126,7.3,6824
杀之恋,梁普智,张国荣&&钟楚红&&柏安妮&&胡大为&&黄锦燊&&郭追&&琦琦&&西瓜刨&&何家慧&&左燕翎&&卢雄&&欧阳莎菲&&黄卓玲&&肯·博伊尔&&钟慧冰&&金彪 &&许英秀&&梁普智,爱情&&惊悚,中国香港,92,7.3,4276
临渊而立,深田晃司,浅野忠信&&筒井真理子&&古馆宽治&&仲野太贺&&筱川桃音&&三浦贵大&&真广佳奈,剧情,日本,120,7.2,7950
西洋古董洋果子店,闵奎东,朱智勋&&金材昱&&刘亚仁&&崔志浩&&安迪·吉雷&&金昌完&&李辉香&&吴美姬&&南明烈&&权泰元&&文喜京&&朴俊勉&&李珠实&&吕珍九&&朴相勋,剧情&&喜剧&&同性,韩国,109,7.1,17665
超时空要爱,黎大炜,梁朝伟&&李绮虹&&刘以达&&林尚义&&赵银淑&&八两金&&李枫,喜剧&&动作&&犯罪&&奇幻,中国香港,95,7.1,14794
藩篱,丹泽尔·华盛顿,丹泽尔·华盛顿&&维奥拉·戴维斯&&斯蒂芬·亨德森&&约翰·艾德坡&&罗素·霍恩斯比&&麦凯尔泰·威廉逊&&萨尼雅·西德尼&&克里斯托弗·米勒&&莱斯莉·布恩&&杰森·斯维斯,剧情,美国,139,7.1,9769
不是任何人女儿的海媛,洪常秀,李善均&&郑恩彩&&简·伯金&&纪柱峰&&刘俊相&&金义城&&柳德焕&&艺智苑&&金慈玉,剧情&&爱情,韩国,90,7.1,6109
仙履奇缘2：美梦成真,JohnKafka,詹妮弗·黑尔&&Tress MacNeille&&Rob Paulsen&&科里·伯顿&&霍兰德·泰勒,爱情&&动画&&家庭&&奇幻,美国,69,7.1,3445
夺金三王,大卫·O·拉塞尔,乔治·克鲁尼&&马克·沃尔伯格&&艾斯·库珀&&斯派克·琼斯&&克利夫·柯蒂斯&&诺拉·邓恩&&杰米·肯尼迪&&萨伊德·塔格马奥&&麦凯尔泰·威廉逊&&霍特·麦克卡兰尼&&朱迪·格雷尔&&Christopher Lohr&&乔恩·斯克拉夫&&利兹·斯托贝尔&&Marsha Horan&&阿莉雅·肖卡特,喜剧&&动作&&冒险,美国,114,7.0,6302
公子多情,霍耀良,周润发&&梅艳芳&&利智&&曾志伟&&李美凤&&王青,喜剧&&爱情,中国香港,115,7.0,4418
女男变错身,尼克·赫伦,萨米拉·阿姆斯特朗&&凯文·席格斯&&埃米丽·汉普希尔&&珊农·奥斯博内&&布鲁克·朵赛,喜剧&&爱情,美国,95,6.9,32348
高压电,亚历山大·阿嘉,塞西尔·德·弗朗斯&&麦温&&菲利普·纳翁&&Franck Khalfoun,剧情&&惊悚&&恐怖,法国,91,6.9,9449
六天七夜,伊万·雷特曼,哈里森·福特&&安·海切&&大卫·休默,动作&&爱情&&冒险,美国,102,6.8,11204
秋之白华,霍建起,窦骁&&董洁&&郭家铭&&陆怡璇&&伊春德&&章劼&&王同然&&邓飞&&鲁思远&&姚克勤&&飞飞&&丁宇佳,剧情&&爱情&&传记&&历史,中国大陆,98,6.7,8199
忘年恋曲,安妮·芳婷,罗宾·怀特&&娜奥米·沃茨&&泽维尔·塞缪尔&&詹姆斯·弗兰切威勒&&本·门德尔森&&苏菲·洛&&加里·思韦特&&杰西卡·托维,剧情,法国,111,6.7,7296
没有秘密,李京美,孙艺珍&&金柱赫&&金昭熙&&崔有华&&金敏载&&朴镇宇&&郑道元&&孙钟学&&李尚熙&&金义城,剧情&&惊悚,韩国,102,6.7,6196
恶霸警察,李桢凡,李善均&&全素妮&&朴海俊&&宋永彰&&朴秉恩&&金敏载&&郑家蓝&&尹亨国,剧情&&犯罪,韩国,127,6.7,4237
百万富翁的初恋,金泰均,玄彬&&李沇熹,爱情,韩国,116,6.6,29425
王子与我,玛莎·库利奇,朱丽娅·斯蒂尔斯&&卢克·梅伯利&&米兰达·理查森&&本·米勒&&詹姆斯·福克斯,喜剧&&爱情,美国,111,6.6,18769
公司职员,林相润,苏志燮&&李美妍&&郭度沅&&金桐俊&&李载允&&权信焕&&李璟荣&&Kwak Byeong-Gyoo,剧情&&动作&&犯罪,韩国,96,6.6,14853
龙腾四海,霍耀良,刘德华&&任达华&&邓光荣&&黎明&&陈法蓉&&陈惠敏&&程东&&关勇&&林保怡&&李丽珍&&吴家丽&&田丰,喜剧&&动作&&犯罪,中国香港,99,6.6,4772
冥王星时刻,章明,王学兵&&刘丹&&曾美慧孜&&易平&&易大千&&李心然&&母其弥雅,剧情,中国大陆,110,6.5,12574
爱情储蓄罐,金正焕,宋仲基&&韩艺瑟&&李相烨&&申素率,喜剧&&爱情,韩国,114,6.5,9758
我们是夜晚,丹尼斯·甘塞尔,卡洛琳·赫弗斯&&尼娜·霍斯&&詹妮弗·乌尔里希&&安娜·菲舍尔&&马克思·雷迈特,剧情&&爱情&&恐怖&&奇幻,德国,,6.5,7901
金馆长对金馆长对金馆长,朴成均ParkSungKyun,申贤俊&&崔成国&&权伍中&&吴承贤&&郑俊河&&李瀚伟&&文元柱 &&卢宙铉&&朴哲民&&卓在勋&&权五民,喜剧&&动作,韩国,97,6.4,15478
情况不妙,王莉,李菁&&曹云金&&马丽&&周韦彤&&林雪&&盛朗熙&&秦沛&&李曼&&金蓓蓓&&隋存毅&&崔倓&&李璐&&綦光&&高毅&&杜沁怡&&刘泽&&何苗&&孙童心&&杨乔雅&&刘歌&&刘邦邦,喜剧,中国大陆,91,6.4,6248
高潮,加斯帕·诺,索菲亚·波多拉&&Romain Guillermic&&Souheila Yacoub&&Kiddy Smile&&Claude Gajan Maull&&Giselle Palmer&&Taylor Kastle&&Thea Carla Schott&&Sharleen Temple&&Lea Vlamos,剧情&&惊悚&&情色&&歌舞,法国,95,6.4,4700
昼行闪耀的流星,新城毅彦,永野芽郁&&三浦翔平&&白滨亚岚&&山本舞香&&西田尚美&&佐藤隆太,爱情,日本,119,6.3,5961
机动部队—人性,吴耀权,任达华&&邵美琪&&林家栋&&林雪&&吴廷烨&&伍允龙,剧情&&惊悚&&犯罪,中国香港,88,6.2,5048
二流警探,亚当·麦凯,马克·沃尔伯格&&威尔·法瑞尔&&道恩·强森&&塞缪尔·杰克逊&&伊娃·门德斯&&雷·史蒂文森&&迈克尔·基顿&&史蒂夫·库根,喜剧&&动作&&犯罪,美国,107,6.1,11678
急速逃脱,克里斯蒂安·阿瓦特,克里斯蒂安娜·保罗&&亚历山大·约瓦诺维奇&&汉娜·赫茨施普龙&&沃坦·维尔克·默林,惊悚&&犯罪,德国,109,6.1,3491
亡命救赎,让-弗朗索瓦·雷切,梅尔·吉布森&&艾琳·莫里亚蒂&&迭戈·卢纳&&迈克尔·帕克斯&&威廉姆·H·梅西&&米盖尔·桑多瓦尔&&戴尔·迪奇&&理查德·卡夫拉尔&&丹尼尔·蒙卡达&&瑞恩·多尔西&&劳尔·特鲁希洛&&琼安·坎普&&托马斯·曼&&泰特·弗莱彻&&卢斯·雷恩斯&&梅丽萨洛艾莉丝,动作&&犯罪,法国,88,5.9,6752
明天也有好吃的饭,市井昌秀,中岛裕翔&&新木优子&&美山加恋&&冈山天音&&片桐入&&松原智惠子,剧情&&爱情,日本,109,5.9,4170
数码宝贝大冒险tri.,元永庆太郎,花江夏树&&三森铃子&&细谷佳正&&田村睦心&&吉田仁美&&榎木淳弥&&池田纯矢&&市道真央&&荒川美穗&&浪川大辅&&甲斐田裕子&&坂本千夏&&重松花鸟&&山口真弓&&樱井孝宏&&山田木野子&&松本美和&&竹内顺子&&德光由禾&&森下由树子&&平田广明,科幻&&动画&&冒险,日本,89,5.8,2930
灭绝,米古尔·安格尔·维瓦斯,马修·福克斯&&阿娜·欧蕾利&&杰弗里·多诺万&&克拉拉·拉戈&&奎恩·麦克科甘&&Matt Devere,剧情&&科幻&&恐怖,西班牙,110,5.7,4308
绝种铁金刚,王晶,梁家辉&&毛舜筠&&陈小春&&钟欣潼&&陈冠希&&田朴珺,喜剧,中国香港,112,5.6,6447
爱的发声练习,李鼎,徐熙媛&&彭于晏&&张孝全&&东明相&&李国毅&&刘喆莹&&方文琳&&吴朋奉&&萧瑶&&陈博文&&许雅涵&&刘姿君,爱情,中国台湾,120,5.5,61700
从零到我爱你,DougSpearman,斯科特·贝利&&达里尔·斯蒂芬斯&&Al Sapienza&&理查德·劳森&&凯利·勒夫科维茨&&莱斯利·泽米吉斯&&杰伊·胡古雷&&杰·罗德里格斯&&Cody Matthew Blymire&&吉米·肖&&Julian Feder&&Samson Varghese&&Gregory Zarian&&Matt Cipro&&Kevalena Everett,爱情&&同性,美国,102,5.5,258
一座城池,孙渤涵,房祖名&&王太利&&黄瀞怡&&谢芳&&李长江&&杨地,剧情&&喜剧,中国大陆,98,5.4,25966
超级经纪人,冯志强,蔡卓妍&&杜汶泽&&高云翔&&王祖蓝&&钟欣潼&&何炅&&谢霆锋&&泳儿&&霍汶希&&张敬轩&&张继聪&&吴浩康&&卢海鹏&&郑希怡&&陆永&&车婉婉&&张致恒&&洛诗&&思漩&&庄洁梦&&谢佳妤&&许靖韵&&张芷芊&&王敏奕,喜剧,中国香港,99,4.8,11935
大卫贝肯之倒霉特工熊,李清舫,汤水雨&&徐佳琦&&杨默&&张遥函&&刘琮&&雪萌&&齐思伽,喜剧&&动画&&家庭&&冒险,中国大陆,90,4.4,3778
房间,托米·韦素,托米·韦素&&格雷戈·赛斯特罗&&朱丽叶塔·丹妮埃拉&&Philip Haldiman&&Carolyn Minnott&&Robyn Paris&&Mike Holmes&&Dan Janjigian&&Kyle Vogt&&Greg Ellery,剧情,美国,99,4.2,7998
大圣伏妖,罗乐,樊少皇&&何蓝逗&&罗鸣&&贾云哲&&汪世伟&&莫合塔尔,动作&&奇幻&&古装,中国大陆,85,3.4,929
会痛的十七岁,彭发,徐娇&&胡夏&&鲁诺&&王力宏&&蔡卓妍&&句号,爱情,中国大陆,91,3.2,4178
蓬莱仙踪,张博维,魏哲鸣&&陈泇文,古装,中国大陆,81,,
山海之机巧蒜泥,陈亮言,周展翅&&石雪婧&&杨子骅&&董李无忧&&毛成&&刘金龙&&殷叶子,喜剧&&奇幻,中国大陆,70,,
战争与和平,谢尔盖·邦达尔丘克,谢尔盖·邦达尔丘克&&柳德米拉·萨维里耶娃&&维亚切斯拉夫·吉洪诺夫&&安娜斯塔西亚·维尔金斯卡娅&&安东宁娜·舒拉诺娃&&鲍里斯·扎哈瓦&&阿纳托利·克托罗夫&&奥列格·塔巴科夫&&维克托·斯坦尼岑&&伊琳娜·斯科布采娃&&瓦西里·兰诺沃依&&琪拉·戈洛夫科&&伊琳娜·古巴诺娃&&亚历山大·费·鲍里索夫&&奥列格·叶夫列莫夫&&朱利·乔霍涅利泽&&弗拉季斯拉夫·斯特尔热利奇克&&安格林娜·斯捷潘诺娃&&尼古拉·特罗菲莫夫&&尼古拉·雷布尼科夫&&爱德华·马尔采维奇&&叶莲娜·佳普金娜&&诺娜·莫尔久科娃&&彼得·萨温&&谢苗·斯瓦申科&&谢尔盖·尼科年科&&丹尼尔·涅特列宾&&阿列克谢·格拉济林&&伊万·热瓦戈&&加琳娜·克拉夫琴科&&尼古拉·格林科&&斯坦尼斯拉夫·切坎&&列夫·波利亚科夫&&杰玛·菲尔索娃&&安德烈·斯米尔诺夫&&亚历山大·斯米尔诺夫&&尼古拉·布勃诺夫&&格奥尔基·米利亚尔&&罗季翁·亚历山德罗夫&&伊娅·阿列比娜&&玛丽亚·卡普尼斯特&&尼古拉·库图佐夫,剧情&&爱情&&历史&&战争,苏联,401,9.1,5337
猫和老鼠：魔法戒指,JamesT.Walker,杰夫·贝内特&&弗兰克·维尔克&&查理·斯克莱特&&吉姆·卡明斯&&麦丽·弗拉纳甘&&杰斯·哈梅尔&&莫里斯·拉马奇&&特蕾丝·麦克尼尔&&塔拉·斯特朗&&比利·维斯特,喜剧&&动画,美国,62,8.7,3213
细路祥,陈果,姚月明&&麦惠芬&&麦雪雯&&张醒超&&徐天佑&&谷祖琳,剧情,中国香港,101,8.5,12386
哆啦A梦：大雄与银河超特急,芝山努,大山信代&&小原乃梨子&&立壁和也&&肝付兼太&&野村道子&&盐泽兼人&&伊仓一惠&&真殿光昭&&丹下樱&&秋元羊介&&中村大树&&森川智之,科幻&&动画&&冒险,日本,99,8.5,3804
冰菓OAD,武本康弘,中村悠一&&佐藤聪美&&阪口大助&&茅野爱衣&&雪野五月,剧情&&动画,日本,26,8.5,4770
杀人短片,克日什托夫·基耶斯洛夫斯基,米罗斯洛·巴卡&&克日什托夫·格洛比什&&扬·特萨利兹&&比涅尤·扎塔西奇斯&&芭芭拉·杰坎&&亚历山大·贝德纳茨&&杰吉·泽斯&&兹齐斯瓦夫·托比亚兹&&阿图尔·巴奇斯&&克里斯提娜·杨达&&奥尔基尔德·鲁卡斯瑟维克茨,剧情&&犯罪,波兰,84,8.4,9056
电视台风云,西德尼·吕美特,费·唐纳薇&&威廉·霍尔登&&彼得·芬奇&&罗伯特·杜瓦尔&&尼德·巴蒂&&比阿特丽斯·斯特雷特,剧情,美国,121,8.4,8542
爱与死,伍迪·艾伦,伍迪·艾伦&&黛安·基顿&&费奥多尔·阿特金,喜剧&&战争,美国,85,8.4,5714
袅袅夕阳情,黑泽明,松村达雄&&香川京子&&井川比佐志&&所乔治&&油井昌由树&&寺尾聪&&日下武史&&小林亚星&&平田满&&头师孝雄&&冈本信人&&渡边哲&&冷泉公裕&&松井范雄&&中岛书&&天田益男&&平野稔&&长克巳&&板东英二&&草薙幸二郎&&樱金造&&谷村昌彦&&吉冈秀隆&&大宝智子&&头师佳孝&&檀臣幸&&本间文子,剧情,日本,134,8.4,4803
抛掉书本上街去,寺山修司,佐佐木英明&&齐藤正志&&平泉成&&美轮明宏&&新高恵子&&J.A. Seazer,剧情&&音乐,日本,137,8.4,3938
岸边露伴一动不动,加藤敏幸,樱井孝宏&&中原麻衣&&水桥香织,剧情&&动画&&奇幻,日本,24,8.4,1358
人·鬼·情,黄蜀芹,裴艳玲&&李保田&&徐守莉,剧情,中国大陆,108,8.3,5509
谈谈情跳跳舞,周防正行,役所广司&&草刈民代&&竹中直人&&渡边绘里&&德井优&&田口浩正&&草村礼子&&原日出子&&宫坂广&&中村绫乃&&川村真樹&&松阪隆子&&上田耕一&&西野まり&&森山周一郎&&香川京子&&罗伯特·霍夫曼&&大杉涟&&石山雄大&&本田博太郎&&本木雅弘&&清水美沙&&柄本明,剧情&&喜剧&&爱情&&歌舞,日本,136,8.2,12905
幸福的黄手帕,山田洋次,高仓健&&倍赏千惠子&&桃井薰&&武田铁矢&&太宰久雄&&赤冢真人&&冈本茉莉&&梅津荣&&三崎千惠子&&河原萨布&&渥美清,剧情&&喜剧,日本,109,8.2,10147
林家铺子,水华,谢添&&林彬&&马薇&&于蓝&&韩涛,剧情,中国大陆,82,8.2,4576
人体雕像,乔治·巴勒菲,查巴·策勒&&格雷戈里·特罗萨尼&&马克·比肖夫&&斯蒂芬·吉利斯萨&&皮洛斯卡·莫尔纳&&Gábor Máté&&Géza Hegedüs D.&&Zoltán Koppány&&艾尔文·莱德&&Adél Stanczel&&Lajos Parti Nagy&&János Gyuriska,剧情,匈牙利,91,8.1,7742
单挑荒野一家,埃德·斯塔福德,埃德·斯塔福德&&Laura Bingham&&Ran Stafford,,英国,44,8.0,141
家在水草丰茂的地方,李睿珺,汤龙&&郭嵩涛&&白文信&&郭建民&&马新春,剧情&&儿童,中国大陆,103,7.9,12033
一轮明月,陈家林,濮存昕&&徐若瑄&&李建群&&尹治&&胡光子&&刘伟明,剧情&&传记,中国大陆,105,7.9,4791
征婚启事,陈国富,刘若英&&王朝明&&伍佰&&陈昭荣&&顾宝明&&金士杰,剧情&&喜剧&&爱情,中国台湾,104,7.8,16983
呼啸山庄,威廉·惠勒,梅尔·奥勃朗&&劳伦斯·奥利弗&&大卫·尼文,剧情&&爱情,美国,104,7.8,7959
红手指,土井裕泰,阿部寛&&黑木美沙&&黒木メイ&&杉本哲太&&西田尚美&&富田靖子&&佐々木すみ江&&山崎努&&田中麗奈,悬疑&&犯罪,日本,124,7.8,10868
双城故事,陈可辛,谭咏麟&&张曼玉&&曾志伟&&柯受良&&方保罗,剧情&&爱情,中国香港,98,7.8,8512
永不消逝的电波,王苹,孙道临&&袁霞&&王心刚&&陆丽珠,战争,中国大陆,110,7.8,5792
一九八四,迈克尔·莱德福,约翰·赫特&&理查德·伯顿&&苏珊娜·汉密尔顿&&西里尔·库萨克&&格莱格·费什尔&&James Walker&&Andrew Wilde&&David Trevena&&戴维·坎恩&&Anthony Benson&&Peter Frye&&罗格·洛伊德-派克&&Rupert Baderman&&Corinna Seddon&&Martha Parsey&&梅丽娜·肯德尔&&Joscik Barbarossa&&John Boswall&&鲍勃·弗莱格,剧情&&爱情&&科幻&&惊悚,英国,113,7.7,11476
地牢回忆,阿尔瓦罗·布雷克纳,安东尼奥·德·拉·托雷&&奇诺·达林&&阿方索·托特&&凯撒·特龙科索&&索蕾达·维拉米尔&&西尔维娅·佩雷斯·克鲁兹&&米涅娜·帕斯夸尔&&尼迪亚·泰勒斯&&凯撒·博尔东,剧情&&历史&&犯罪,乌拉圭,122,7.7,2787
河流,蔡明亮,李康生&&苗天&&陆弈静&&陈昭荣&&陈湘琪&&许鞍华,剧情&&爱情&&同性,中国台湾,115,7.6,5867
精彩的一天,李胤基,全度妍&&吴智恩&&河正宇&&崔日华&&纪柱峰&&韩孝周,剧情&&爱情,韩国,123,7.6,5903
追鹰日记,杰拉多·奥利瓦雷斯,让·雷诺&&曼纽尔·卡马乔&&托比亚斯·莫雷蒂&&伊娃·坤,剧情&&冒险,奥地利,97,7.6,3845
爱是妥协,南希·迈耶斯,杰克·尼科尔森&&黛安·基顿&&基努·里维斯&&弗兰西斯·麦克多蒙德&&阿曼达·皮特&&乔恩·费儒,喜剧&&爱情,美国,128,7.5,14355
沉睡的森林,土井裕泰,阿部宽&&石原里美&&木南晴夏&&大谷英子&&宮尾俊太郎&&益子倭&&竹财辉之助&&加藤虎之介&&内田朝阳&&特林德尔·玲奈&&映美藏良&&松尾贵史&&名高達男&&平岳大&&堀内敬子&&草村礼子&&柄本明&&山崎努,悬疑&&犯罪,日本,129,7.5,9459
白宫管家,李·丹尼尔斯,福里斯特·惠特克&&奥普拉·温弗瑞&&大卫·奥伊罗&&小库珀·古丁&&玛丽亚·凯莉&&泰伦斯·霍华德&&简·方达&&约翰·库萨克&&詹姆斯·麦斯登&&敏卡·凯利&&罗宾·威廉姆斯&&亚历克斯·马内塔&&列维·施瑞博尔,剧情&&传记,美国,132,7.4,24777
破碎的拥抱,佩德罗·阿莫多瓦,佩内洛普·克鲁兹&&路易斯·奥马&&布兰卡·波蒂略&&何塞·路易斯·戈麦斯&&鲁本·奥查迪亚诺&&塔马·诺瓦斯,剧情&&爱情&&惊悚,西班牙,127,7.4,13785
永恒,M.L.PundhevanopDhewakul,阿南达·爱华灵咸&&赖拉·邦雅淑&&Daraneenuch Pothipithi&&Penpetch Penkul,剧情,泰国,130,7.4,13881
甜蜜的人生,金知云,李秉宪&&申敏儿&&吴达洙&&黄政民,剧情&&动作&&音乐&&犯罪,韩国,120,7.4,8218
法外之王,大卫·马肯兹,克里斯·派恩&&斯蒂芬·迪兰&&亚伦·泰勒-约翰逊&&丽贝卡·罗宾&&比利·豪尔&&萨姆·斯普卢尔 &&乔纳森·菲利普斯&&邓肯·拉克鲁瓦&&卡兰·马尔韦&&史蒂芬·克里&&托尼·库兰&&詹姆斯·科兹莫&&阿拉斯塔尔·麦肯泽&&洛娜·麦克法迪&&佛罗伦斯·珀,剧情&&动作&&传记&&历史,英国,121,7.4,5961
黑井户疑案,城宝秀则,野村万斋&&大泉洋&&向井理&&松冈茉优&&秋元才加&&和田正人&&寺胁康文&&藤井隆&&今井朋彦&&吉田羊&&浅野和之&&佐藤二朗&&草刈民代&&余贵美子&&齐藤由贵&&远藤宪一,剧情&&悬疑&&犯罪,日本,155,7.4,3408
哥哥,维克多·哈布希,西蒙·罗伊尔&&马林·拉菲特&&奥里安·巴巴扎&&艾瑞斯·加斯特勒&&安布尔·兰博德&&西蒙·艾斯科菲&&托马斯·朱迪斯,剧情&&同性,法国,82,7.4,2072
冬天的骨头,黛布拉·格兰尼克,詹妮弗·劳伦斯&&约翰·浩克斯&&凯文·布雷斯纳汉&&戴尔·迪奇&&加瑞特·迪拉胡特,剧情,美国,100,7.3,33023
林则徐,郑君里,赵丹&&夏天&&高正&&韩非&&阳华&&梁山&&谭宁邦&&李镛&&邓楠&&蒋锐&&温锡莹&&秦怡&&魏立达&&蓝谷&&高博&&钱千里,传记&&历史&&战争,中国大陆,100,7.3,5167
三少爷的剑,楚原,尔冬升&&余安安&&凌云&&樊梅生&&谷峰&&陈萍&&狄龙&&姜大卫&&顾冠忠,剧情&&动作&&武侠&&古装,中国香港,91,7.3,4376
军犬麦克斯,鲍兹·亚金,托马斯·哈登·丘奇&&乔什·维金斯&&卢克·克莱恩坦克&&劳伦·格拉汉姆&&罗比·阿美尔&&米娅·西拉丽&&迪乔·拉奎克&&杰伊·埃尔南德斯&&欧文·哈恩&&约瑟夫·朱利安·索里亚&&埃德加·阿雷拉&&杰森·戴维斯&&皮特·布里斯&&迈尔斯·穆森登,剧情&&冒险,美国,111,7.2,8715
邪,桂治洪,恬妮&&王戎&&陈思佳&&韩国材&&尤翠玲&&沈劳&&李寿祺&&刘一帆&&王清河&&陈立品&&Yung Chan&&张照&&张作舟&&钱似莺&&金天柱&&方茹&&冯明&&李剑忠&&梁尚云&&谈瑛&&刘允,恐怖&&奇幻,中国香港,94,7.2,7046
蜂鸟计划,阮金,杰西·艾森伯格&&亚历山大·斯卡斯加德&&萨尔玛·海耶克&&迈克尔·曼多&&约翰·海尔登贝格&&阿伊莎·伊萨&&萨拉·古德伯格&&弗兰克·萧宾&&夸西·宋桂&&康拉德·皮拉&&朱利安·拜利&&卡内赫迪奥·霍恩&&泰勒·艾略特·伯克&&布朗温·曼特尔&&伊戈尔·奥瓦迪斯&&詹维姆维·米勒&&艾瑞卡·罗森鲍姆&&朱丽叶特·高斯林&&拉斐尔·格罗斯-哈维&&斯蒂芬妮·科斯塔&&卡尔·格拉戈萨斯&&梅兰莎·布莱克索恩,剧情,加拿大,111,7.2,5181
出埃及记,彭浩翔,任达华&&刘心悠&&张家辉&&邵美琪&&温碧霞&&余安安&&单立文&&林家栋&&詹瑞文&&邵音音,剧情&&喜剧&&犯罪,中国香港,94,7.1,29150
大买卖,弗兰克·奥兹,罗伯特·德尼罗&&爱德华·诺顿&&马龙·白兰度&&安吉拉·贝塞特&&加利·法梅尔&&杰米·哈罗德&&舍治·哈德&&让-雷内·奥尔莱特&&马丁·德兰维尔&&马克·卡马乔&&玛丽-琼希·科尔伯恩&&卡洛·厄萨吉安&&克里斯蒂安·特西尔&&鲍比·布朗&&卡珊卓·威尔森,动作&&惊悚&&犯罪,美国,124,7.1,10796
莫茜,塔莉·埃泽尔,凯特·玛拉&&艾伦·佩吉&&伊莱亚斯·科泰斯&&艾米·西米茨&&布莱恩·格拉格提&&博·纳普&&托尼娅·皮金斯&&杰克·罗宾森&&查理·肖特韦尔&&乔丹·崔威里恩&&凯文·克劳利&&丹妮丝·达·维拉&&威廉·威利特&&大卫·皮廷格,剧情&&爱情,英国,107,7.1,1730
抱歉打扰,布茨·赖利,勒凯斯·斯坦菲尔德&&泰莎·汤普森&&杰梅因·福勒&&欧玛瑞·哈德威克&&泰瑞·克鲁斯&&凯特·贝兰特&&迈克尔·X·萨默斯&&丹尼·格洛弗&&史蒂文·元&&艾米·汉莫&&罗伯特·朗斯特里特&&大卫·克罗斯&&帕顿·奥斯瓦尔特&&莉莉·詹姆斯&&福里斯特·惠特克&&罗莎里奥·道森&&大卫·芬恩&&陈庭妮,喜剧&&奇幻,美国,111,7.0,7219
逃之夭夭,热罗姆·萨尔,苏菲·玛索&&伊万·阿达勒&&萨米·弗雷&&吉尔·勒卢什&&达尼尔·奥勒布里斯基,剧情&&爱情&&惊悚&&犯罪,法国,90,6.9,16789
马永贞,元奎,金城武&&元彪&&宣萱&&周嘉玲&&元华,剧情&&动作,中国香港,97,6.9,7623
亚博,费尔南多·格罗斯坦·安德拉德,达格玛拉·多敏齐克&&马克·马戈利斯&&诺亚·施纳普&&Arian Moayed&&Alexander Hodge&&索·豪黑&&汤姆·马迪罗沙&&Teddy Coluca&&Daniel Oreskes&&Larry Gevirtz&&Gero Camilo&&Devin Henry&&Steve Routman&&Salem Murphy&&Jorja Brown&&阿西西贝·布拉克,家庭&&儿童,美国,85,6.8,73
追凶二十年,麦兆辉,周海媚&&谢君豪&&张达明&&李灿森,惊悚&&恐怖,中国香港,88,6.8,2972
特种部队,StéphaneRybojad,黛安·克鲁格&&杰曼·翰苏&&伯努瓦·马吉梅尔&&德尼·梅诺谢&&拉斐尔·佩尔索纳,剧情&&动作&&冒险,法国,108,6.7,10634
