电视剧名称,导演,主演,类型,制片国家/地区,年份,评分,评价人数
悦纳新自我,乔纳森·戴顿,保罗·路德&&艾斯林·贝亚&&阿莉雅·肖卡特&&戴斯敏·博格斯&&凯伦·皮特曼&&佐伊·晁&&约瑟夫·贝塞特&&詹姆斯·索尔&&杨罗布&&艾米莉·杨&&汤姆·布拉迪&&金格·贡萨加&&彼得·格罗西&&钱睿博,喜剧,美国,2019,7.4,1970
人生I字路,内田英治,室毅&&古田新太&&每熊克哉&&渡边真起子&&手塚通&&河原雅彦&&塚原大助&&菊池均也&&森罗万象&&般若&&田本清岚&&森田望智&&相岛一之&&笹野高史&&黑木瞳&&田中圭&&铃木爱理&&渡边大知,喜剧&&犯罪,日本,2019,7.4,2148
汉宫飞燕,陈家林,张铁林&&赵明明&&袁立&&戴春荣&&李建群&&高兰村&&严敏裘,爱情&&传记&&历史&&古装,中国大陆,1996,7.4,1326
我是僵尸,迈克尔·菲尔兹,罗丝·麦克莱弗&&马尔科姆·古德温&&拉胡尔·寇利&&罗伯特·伯克利&&大卫·安德斯&&艾莉森·米夏卡&&罗伯特·克耐普&&杰森·多灵&&亚当·坎夫曼&&杰西卡·哈蒙&&布莱斯·霍吉森&&罗伯特·萨尔瓦多&&库尔特·埃文斯&&杰德·佩顿&&托勒密·斯洛克姆,剧情&&喜剧&&恐怖&&犯罪,美国,2018,7.4,924
改过迁善,吴贤钟,金明民&&金相中&&朴敏英&&蔡贞安 Jeong-an Chae&&吴政世&&真理翰&&李旼赫&&安善英&&金允瑞,剧情,韩国,2014,7.4,868
罪域,柳国庆,姚刚&&杜敏赫&&白凡&&范雨林&&刘春祥&&常亮&&李鑫雨&&吴旗&&李丞峰&&崔维宁&&吴建&&金柯&&孙嘉&&刘文凤&&杨雅絮&&李丹军&&张钰&&李小辉&&钟时&&邵建&&贺镪&&周学志&&吴刚&&莫诗旎&&张文秀&&齐家伟&&丁峰&&方延广&&陈学刚&&王华山&&王青青&&刘笑虹&&来群&&陶艺&&刘淑清&&钟伟嘉&&王虎&&李邦禹&&徐莉琴&&于昕冉,剧情&&动作&&悬疑&&犯罪,中国大陆,2008,7.4,690
英雄,袁军,张静初&&宁静&&黄海冰&&赵阳&&刘威&&牟凤彬&&苗皓钧&&黄达亮&&徐敏&&吴佳尼,剧情&&动作&&武侠,中国大陆,2002,7.4,588
启示录,DavidSemel,,剧情&&悬疑&&惊悚&&奇幻,美国,2005,7.4,322
江姐,彦小追,丁柳元&&胡亚捷&&舒畅&&周扬&&姚安濂,剧情,中国大陆,2010,7.4,290
汉城奇缘,张基洪,金喜善&&金锡勋&&金相中&&金智英&&金真&&金柔利,爱情,韩国,1999,7.3,5331
保护证人组,李元科,魏骏杰&&王喜&&傅明宪,剧情&&犯罪,中国香港,1997,7.3,3741
推理要在晚餐后SP：船上侦探影山,石川淳一,樱井翔&&中村獅童&&ジョナサン・シガー&&有村架純&&夕輝壽太&&小島聖&&小林星蘭&&吉田鋼太郎&&小島藤子,剧情,日本,2013,7.3,4209
我也是花,高东善,李智雅&&尹施允&&徐孝琳&&韩高恩&&李起光&&白承焕,喜剧&&爱情,韩国,2011,7.3,3852
杀出个黎明,罗伯特·罗德里格兹,D·J·科特罗纳&&赞恩·霍尔茨&&Samantha Esteban&&Todd A. Johnston&&杰克·布塞&&麦蒂森·达文波特,动作&&惊悚&&恐怖,美国,2014,7.3,3529
白昼之月,土井裕泰,织田裕二&&常盘贵子&&内藤刚志&&佐藤蓝子&&白川由美&&饭岛直子&&渡边庆&&井川比佐志&&赤座美代子&&山岸里紗,爱情,日本,1996,7.3,1538
结婚契约,崔俊杰,李瑞镇&&金宥真&&金釉利&&金光奎,剧情&&爱情&&家庭,韩国,2016,7.3,1767
温柔的背后,郭方红付永强,王挺&&吴秀波&&郭柯宇&&侯天来&&王伯昭&&王鸥&&求斯&&曹馨月&&夏德俊&&阎娜,剧情&&家庭,中国大陆,2008,7.3,1164
风之恋,ChudapaChantakett,纳得克·库吉米亚&&娜塔玻·提米露克&&帕特里夏 德查诺 古德&&Deaw Suriyon Aroonwattanakul&&Rujira Chuaykua (Khem)&&Ton Jakkrit Ammarat,剧情&&爱情,泰国,2015,7.3,753
魂断秦淮,周小兵,陈道明&&黄海冰&&马千珊&&林静&&刘奕君&&郭冬临&&修宗迪&&谢东燊&&黄俊鹏&&方舒&&姬晨牧&&李丁&&舒耀瑄&&金莉莉,剧情&&爱情&&古装,中国大陆,2002,7.3,495
通感恋人,黄锎,黄尧&&李任燊&&张进翘,喜剧&&爱情&&奇幻,中国大陆,2019,7.3,505
理想国,谭惠贞,吴绮莉&&林祖辉&&骆振伟&&吴海昕&&麦芷谊&&陈炳铨&&胡卓希&&杨偲泳&&王敏奕&&何故&&杨淇&&林建明&&刘天兰&&刘天赐&&岑建勋&&黄秋生&&张蔓莎&&吴肇轩&&黃奕晨&&陈子丰&&李昭南&&周祉君&&邹凯光&&廖骏雄&&李英涛&&张同祖&&岑寧童&&张进翘&&谷祖琳&&欧锦棠&&张天爱&&麦子乐&&廖子妤&&潘福行&&卢觅雪&&陈健朗&&林婷&&林超荣&&万斯敏&&王咏珩&&陈欣健&&谢虹&&萧焕金&&程国根&&黄胜慧&&梁耀忠&&李建邦&&梁业&&麦咏楠&&郑宇澄&&林卓彦&&梁柏坚&&周志辉,剧情&&科幻,中国香港,2019,7.3,495
偶像宣言STAGE3,ふしもとよしたか,久住小春&&北原沙弥香&&吉川友&&井出卓也&&池田千草&&柿原彻也&&下屋则子&&千叶进步&&根谷美智子&&野泽雅子,,日本,2008,7.3,268
老爸的第二春,后藤庸介,小泽征悦&&塚地武雅&&福本莉子&&塚本高史&&磨赤儿,剧情,日本,2020,7.3,289
还是不能结婚的男人,大塚徹,阿部宽&&吉田羊&&深川麻衣&&稻森泉&&塚本高史&&咲妃美悠&&平祐奈&&奈绪&&三浦理惠子&&尾美利德&&草笛光子,,日本,2019,7.3,171
黄手帕,金钟昌,赵敏基&&李泰兰&&金浩镇&&秋相美&&延政勋&&韩佳人&&姜富子&&李美英&&李秉俊&&陈智熙,剧情&&爱情&&家庭,韩国,2003,7.2,4345
京港爱情线,李国立,李亚鹏&&王学圻&&王柠&&龚蓓苾&&陈豪&&叶广俭&&陈海恒&&李勤勤&&吴倩莲&&张子健&&陈慧&&王百瑜&&郭晋安&&陈建斌&&钟楚雄,剧情&&爱情,中国大陆,1997,7.2,2862
浪女大厨,AimeeCarrero,Aimee Carrero&&Mallory Jansen&&雷克斯·李&&艾米丽·奥斯蒙特&&乔纳森·萨多斯基&&Kym Whitle,喜剧,美国,2014,7.2,2767
一一向前冲,王加宾,霍建华&&童蕾&&王晶&&张培&&郑佩佩&&郑恺&&洪连城,剧情&&爱情,中国大陆,2010,7.2,2667
逃亡者,郭正焕,郑智薰&&李娜英&&李廷镇&&Daniel Henney,剧情,韩国,2010,7.2,2301
BORDER冲动：检视官比嘉美香,常广丈太,波瑠&&工藤阿须加&&石丸干二&&清原果耶,剧情&&悬疑,日本,2017,7.2,1520
一屋赞客,明焱,木木&&马昕墨&&麻唐&&禾小斗&&袁福福,喜剧&&爱情&&同性,中国大陆,2014,7.2,1580
坏刑警,金大镇,申河均&&李雪 &&朴浩山&&金健宇&&车善玗&& 裴多彬&&裴侑蓝&&杨基元&&尹熙锡&&柳泰浩&&金娜允&&洪恩熙&&曹怡贤&&郑成允&&裴允京,悬疑&&惊悚&&犯罪,韩国,2018,7.2,1813
庭院深深,刘立立,秦汉&&刘雪华&&赵永馨&&林在培&&徐乃麟&&李丽凤&&谷音,剧情&&爱情,中国台湾,1987,7.2,980
生死狙击,尤瓦尔·阿德勒,瑞恩·菲利普&&珊特尔·范圣滕&&辛希亚·阿戴-罗宾森&&乔什·斯图沃特&&欧玛·艾普斯&&杰西·布拉德福特&&杰瑞·费拉拉&&托德·劳&&詹娜·利·奥提兹&&帕特里克·萨邦圭&&莱克西·科尔克&&吉娜·盖莱果 Gina Gallego,剧情&&动作,美国,2017,7.2,908
理判事判,李光英,朴恩斌&&延宇振&&金亨奎&&罗海灵&&李惠银&&金海淑&&李德华 &&崔政宇&&池承炫&&金姬贞&&许俊硕&&郑侑敏&&郑妍周&&李文植&&李昌旭&&金炳春&&禹贤&&裴海善&&赵载龙&&金民尚&&吴娜拉&&许正奎&&金振烨,剧情&&犯罪,韩国,2017,7.2,990
最后一个男人,约翰·所罗门,威尔·福特&&克里斯汀·沙尔&&梅尔·罗德里格斯&&克利欧佩特拉·科尔曼&&詹纽瑞·琼斯&&玛丽·斯汀伯根&&乔恩·哈姆&&肯尼斯·崔&&小马克·布恩,喜剧&&动作&&爱情&&科幻,美国,2016,7.2,813
风味绝配,Kantana,皮查雅·瓦塔那蒙迪里&&苏格拉瓦·卡那诺,剧情,泰国,2017,7.2,895
愤怒的蝴蝶,范小天,吴启华&&孟广美&&高鑫&&韩雪&&孔琳&&吕晓禾&&西村优子&&中山俊,,中国大陆,2002,7.2,657
一夜暴福,皮拉瓦·山坡提拉,皮拉瓦·山坡提拉&&苏卡达·顾珑希&&张翊昕&&吴梦凡,爱情,泰国,2019,7.3,88
谁是凶手,威廉·麦格雷戈,凯特·布拉肯&&乔治娜·坎贝尔&&约瑟夫·戴浦西&&凯特·迪基&&斯蒂夫·艾弗茨&&劳拉·弗雷泽&&克里斯·弗尔顿&&朱莉·格雷厄姆&&加里·刘易斯&&约翰·林奇&&杰瑞米·纽马克·琼斯&&茱丽叶特·斯蒂文森&&乔安娜 范德汉姆&&欧文·怀特劳&&亚德里安·埃德蒙松&&金·艾伦&&吉力·吉尔克里斯特,剧情&&悬疑&&惊悚,英国,2016,7.1,4357
山楂树之恋,李路,王珞丹&&李光洁&&吴超&&侯剑&&宋轶&&李彦明&&岳秀清&&黄梅莹&&雷恪生&&王丽云&&林继东&&刘政绯&&周浩东&&王晴,剧情&&爱情,中国大陆,2011,7.1,1313
善良魔女传,吴世江,李多海&&柳秀荣&&安宇延&&申惠晶&&裴秀彬&&率滨&&琴宝罗&&梁金锡&&李韩书&&文喜京&&尹世雅&&沈亨倬&&李德华 &&金容建&&崔俊勇&&崔允素&&郑恩宇&&郑惠先&&李惠淑&&吉勇宇,剧情&&喜剧,韩国,2018,7.1,1291
嫁接者,琪娜·木杨,艾玛·格林威尔&&乔莉·理查德森&&奥立薇娅·玛恩&&艾德里安·莱斯特&&罗南·拉夫特瑞&&凯瑟琳·斯戴曼&&乔·弗莱彻&&鲁思·马德利,剧情&&科幻&&悬疑&&犯罪,美国,2019,7.1,1129
天生要完美,刘家成,朱亚文&&万茜&&李佳航&&杨紫&&孙绍龙&&洪连城&&刘维&&王思思&&章申,剧情&&战争,中国大陆,2015,7.1,972
福星八戒,方润南,李晔&&孙晔,剧情&&喜剧&&儿童&&冒险,中国大陆,2010,7.1,92
铁杉树丛,伊莱·罗斯,法米克·詹森&&比尔·斯卡斯加德&&兰登·莱伯隆&&佩内洛普·米契尔&&芙蕾雅·廷利&&多格雷·斯科特&&妮可·鲍伊温&&艾米利亚·麦卡锡&&阿伦·道格拉斯&&伊莲娜·琼斯&&坎迪斯·麦克卢尔,悬疑&&惊悚&&恐怖,美国,2013,7.0,7581
魔女裁判,加藤裕将,生田斗真&&加藤爱&&比嘉爱未&&石田百合子&&铃木亮平&&忽那汐里&&末永遥&&中村靖日&&山谷初男&&平方元基&&中村果生莉,剧情,日本,2009,7.0,5155
山女壁女,林彻,伊东美咲&&深田恭子&&及川光博&&谷原章介&&西岛秀俊,剧情,日本,2007,7.0,4452
卢克·凯奇,安迪·戈达德,迈克·柯尔特&&马赫沙拉·阿里&&弗兰基·费森&&阿尔法·伍达德&&西奥·罗西&&弗兰克·威利&&陈大卫&&寇蒂斯·库克&&罗莎里奥·道森&&武玉&&卡桑德拉·弗里曼,动作&&科幻,美国,2016,7.0,3823
恐怖大师,JohnLandis,George Wendt&&Haley Guiel&&Matt Keeslar&&Meredith Monroe,惊悚&&恐怖,美国,2006,7.0,3159
电视剧帝王,洪成昌,金明民&&郑丽媛&&崔始源&&吴智恩,剧情&&喜剧,韩国,2012,7.0,2785
碧血盐枭,李添胜,马浚伟&&杨怡&&黄浩然&&骆应钧&&敖嘉年,剧情&&古装,中国香港,2009,7.0,2488
野鸽子,李小平,董维嘉&&郑奇&&毛毅&&李媛&&高姝瑶&&蒋方婷&&艾伟,剧情&&爱情,中国大陆,2012,7.0,260
梧桐雨,傅东育,邱心志&&潘虹&&徐露&&傅淼&&李宗翰&&刘德凯&&杨奇鸣,剧情&&爱情&&家庭,中国大陆,2001,6.9,3306
血路狂飙,戴维·斯特雷顿,阿兰·里奇森&&克里斯蒂娜·奥乔亚&&托马斯·多米尼克&&玛拉马·科利特&&柯林·坎宁安&&达伦·肯特&&肖恩·卡梅伦·迈克尔&&安德鲁·莫尔加多&&多利安·霍尔顿&&凯尔·布兰德,剧情&&科幻&&恐怖,美国,2017,6.9,4654
情妇,克里斯托弗·米西亚诺,金允珍&&罗谢尔·阿耶斯&&杰斯·麦卡兰&&布雷特·塔克&&罗勃·梅耶斯&&塔布莱特·贝赛尔&&布莱恩·加塔斯&&加洛德·约瑟夫&&杰瑞·奥康奈尔,剧情&&爱情&&惊悚,美国,2016,6.9,1797
金牌律师,傅东育,朱丹&&周一围&&张铎&&黄小蕾&&张志坚&&是安&&朱佳煜&&冯嘉怡&&苏小明&&隋咏良&&刘迪妮&&冯铭潮&&张天其&&马睿&&杨婷婷,剧情&&爱情,中国大陆,2014,6.9,1640
神盾局特工：弹弓,娜塔丽·科尔多瓦,娜塔丽·科尔多瓦&&汪可盈&&克拉克·格雷格&&温明娜&&伊恩·德·卡斯泰克&&伊丽莎白·亨斯屈奇,动作&&冒险,美国,2016,6.9,1462
妖女迷行,AnnaSilk,Anna Silk&&Ksenia Solo&&Zoie Palmer&&Rachel Skarsten&&Kris Holden-Ried&&Richard Howland&&乔纳森·沃顿,恐怖&&犯罪&&奇幻,加拿大,2013,6.9,1208
寻出个黎明,凯特·赫伦,科林·福特&&马修·布罗德里克&&阿利维亚·阿林·林德&&奥斯汀·克鲁特&&索菲·西蒙特&&科迪·基尔斯利&&克里斯塔·罗德里格兹&&切尔西·张&&斯塔福德·道格拉斯&&斯蒂芬妮·希尔&&加文·沃伦&&米歇尔·坎贝尔&&Jeanté Godlock&&Gregory Kasyan&&A.J. Voliton&&Jack Justice&&Austin Maas&&Jon LeVert&&Charlotte Benesch,剧情&&悬疑&&奇幻,美国,2019,6.9,766
瓦尔哈拉连环谋杀,ÞórðurPálsson,比约恩·索尔斯&&妮娜·道格·菲利普斯多提&&Bergur Ebbi Benediktsson&&Arndís Hrönn Egilsdóttir&&Tinna Hrafnsdóttir&&Sigurður Skúlason&&Víkingur Kristjánsson&&Edda Björgvinsdóttir,剧情&&悬疑&&犯罪,冰岛,2019,6.9,71
非常大状,黎继明,郑少秋&&石修&&苏玉华&&唐宁&&陈国邦&&向海岚,剧情&&喜剧,中国香港,2006,6.8,3767
寻人大师,李泽露,胡耘豪&&何花&&钟镇涛&&付嘉&&钱迪迪&&印小天&&耿乐&&王德顺&&颜丹晨&&周晓鸥&&廖京生&&郭晓然&&李倩&&刘美含&&田丽&&于波&&贺刚&&陈松伶&&范湉湉&&樊野&&郭柯彤&&曲高位&&姜尘&&夏志远&&郑家彬&&马东,剧情&&喜剧&&悬疑,中国大陆,2017,6.8,3959
马永贞之争霸上海滩,范秀明,何家劲&&李婉华&&范冰冰&&俞小凡&&杨升&&郑佩佩&&林静&&黄文豪&&陈鸿烈&&徐少强&&程思寒&&张振寰&&龙天翔,剧情&&动作&&爱情,中国大陆,1998,6.8,2740
霍华德庄园,希提·麦克唐纳,马修·麦克费登&&海莉·阿特维尔&&菲利帕·库特哈德&&埃里克斯·劳瑟&&乔·班尼斯特&&唐娜巴妮亚&&崔茜·尤玛&&贝西·卡特&&约瑟夫·奎恩&&罗莎琳德·以利亚撒&&尤兰达·凯罗&&桑德拉·沃&&迈尔斯·贾普,剧情&&爱情,英国,2017,6.8,1046
童话镇,RalphHemecker,拉娜·帕瑞娅&&加布里埃尔·安瓦尔&&罗伯特·卡莱尔&&杰瑞德·吉尔摩尔&&阿黛莱德·凯恩&&科林·奥多霍诺&&丹妮亚·拉米雷兹&&安德鲁·J.韦斯特&&Alison Fernandez&&Kevin Sateri,爱情&&奇幻&&冒险,美国,2017,6.8,780
天地有情,林国樑,黄少祺&&陈仙梅&&王灿&&谢金燕&&柯叔元&&萧大陆,,中国台湾,2003,6.8,685
行长,権野元,织田裕二&&松岛菜菜子&&风间俊介&&小泽征悦&&西田尚美&&泷本美织&&骏河太郎&&渡边翔太&&三浦诚己&&泉里香&&相岛一之&&宫川一朗太&&野间口彻&&岸谷五朗&&小林且弥&&小市慢太郎&&宇梶刚士&&古谷一行,剧情,日本,2020,6.8,359
徽娘宛心,陈烈,刘晓庆&&李冰冰&&李宗翰&&邓萃雯&&朱雨辰&&林好&&金沛辰&&何佳怡&&岳跃利&&樊锦霖&&万思维&&马东延&&王政钧&&黄爱玲&&徐松子&&张宇宙&&阴爱国&&李晓波&&孔庆三&&杨梓艺&&段静,剧情,中国大陆,2006,6.7,2056
环奈太太,平野俊一,渡边直美&&要润&&山口纱弥加&&工藤阿须加&&特林德尔·玲奈&&川原瑛都&&远山俊也&&朝加真由美&&齐藤由贵&&宍户佑名&&加藤雅也&&泉里香,剧情&&家庭,日本,2017,6.6,2665
在蒂凡尼吃早餐,中茎強,特林德尔·玲奈&&森宽和&&新木优子&&德永绘里,,日本,2015,6.7,1920
无忧花开,纳瓦·君拉纳拉,纳瓦·君拉纳拉&&Kunya Leenuttapong&&陈贝贝,剧情,泰国,2008,6.7,1702
财神传奇,李森,张国立&&陈志朋&&杨若兮&&刘威&&徐静蕾&&牛振华&&何赛飞,剧情&&喜剧&&奇幻&&古装,中国大陆,1999,6.7,1168
司祭,金宗铉,延宇振&&郑柔美&&朴勇宇,悬疑&&惊悚&&奇幻,韩国,2018,6.7,1100
五根手指,崔英勋,朱智勋&&蔡时那&&池昌旭&&陈世妍&&车华妍&&全美善&&全卢民&&全国焕&&张铉诚&&郑俊河&&李承亨&&郑恩宇&&李海仁&&韩秀珍&&罗文姬&&赵敏基&&吴大奎&&姜仁锡&&金圣京&&卢泰烨&&宋艺珠&&尹慧京&&河秀豪&&姜灿阳&&成昌勋&&郑英燮&&许俊硕&&闵镇雄&&张家显&&洪承范&&李钟郁,爱情&&音乐,韩国,2012,6.7,895
别那么骄傲2,沈沁源,佟梦实&&宋芸桦&&官鸿&&刘倩妤&&颜敬杰&&候彦西&&王畅唱&&蒋林伶&&李欣燃,剧情&&喜剧&&爱情&&奇幻,中国大陆,2017,6.7,773
蓝色妖姬,于敏,王思懿&&于荣光&&宋佳&&苏岩&&李明启&&丁海峰,剧情,中国大陆,2000,6.6,4537
双螺旋,StevenA.Adelson,克里斯蒂娜·罗塞托&&比利·坎贝尔&&约旦·海耶斯&&凯拉·扎戈尔斯基&&斯蒂文·韦伯&&马克·加尼梅&&马特·朗&&尼尔·纳皮尔&&Kathleen Mackey&&Alison Louder&&Jim Thorburn&&Patricia Summersett&&Kayla DiVenere&&Andre Bedard&&Clare Coulter,科幻&&惊悚,美国,2015,6.6,1647
新版地狱天使,皮查雅·瓦塔那蒙迪里,皮查雅·瓦塔那蒙迪里&&Tanwa Suriyajak&&格雷特·萨博尔&&Bom Pongsakorn&&Noey Paphada,,泰国,2019,6.6,714
红孩儿,余明生,叶童&&焦恩俊&&丁宇佳,,中国大陆,2005,6.6,550
爱的创可贴,刘俊杰,陈彦妃&&张睿家&&杨蓉&&魏千翔&&曾之乔&&邹廷威&&袁成杰,剧情&&爱情,中国大陆,2013,6.5,2536
谍网,JoshuaSafran,佩丽冉卡·曹帕拉&&杰克·麦克劳克林&&安洁纽·艾莉丝&&雅思敏·艾尔马斯里&&乔安娜·布拉迪&&乔什·霍普金斯&&格雷厄姆·罗杰斯&&多格雷·斯科特&&塔特·艾灵顿&&TJ Hassan&&玛西亚·克劳斯,剧情&&悬疑,美国,2015,6.5,2512
东山飘雨西关晴,关永忠,汪明荃&&佘诗曼&&马德钟&&刘江&&高皓正&&郭锋&&唐诗咏&&黄浩然&&蒋家旻&&陈安莹&&麦嘉伦&&陈荣峻&&乐瞳&&李美慧&&钟煌&&郑世豪&&程可为&&麦长青&&黎宣&&商天娥&&张国强&&黄智雯&&李豪&&周丽欣&&骆应钧&&陆诗韵&&李施嬅&&伍慧珊&&李泳豪&&王维德&&邵卓尧&&周家怡&&沈卓盈&&潘冠霖&&朱婉仪&&叶凯茵&&黎彼得&&王青&&萧正楠&&朱咪咪&&关菁&&马海伦&&秦煌&&郑健乐&&林敬刚&&梁政珏&&曾伟权&&江汉&&余子明&&冼灏英&&何俊轩&&王俊棠&&古明华&&李彩宁&&梁健平&&李启杰&&赵乐贤&&邝佐辉&&李冈龙&&汤俊明&&苏恩磁&&黄凤琼&&刘桂芳&&黄梓玮&&杨英伟&&李鸿杰&&戴耀明&&王伟梁&&高俊文&&宁进&&贺文杰&&韩马利&&张达伦&&凌礼文&&魏惠文&&陈勉良&&陈念君&&罗君左&&李子奇&&郑俊弘&&林远迎&&杨证桦&&布伟杰&&邓英敏&&张汉斌&&招石文&&阮儿,爱情,中国香港,2008,6.5,2127
黛玉传,李平,马天宇&&闵春晓&&邓莎&&陶昕然&&李佳璘&&郑毓芝&&陈鸿梅&&孙艺洲,爱情&&古装,中国大陆,2011,6.5,1603
火帅,李平,张铁林&&张庭&&黄海冰&&卢星宇&&杨明娜&&陈莹&&闫妮,剧情&&古装,中国大陆,2002,6.5,647
宝贝妈妈宝贝女,宋洋,马天宇&&孙骁骁&&路晨&&李承炫&&殷叶子&&雷诺儿,剧情&&喜剧&&爱情,中国大陆,2012,6.5,662
天国餐馆,石原里美,石原里美&&福士苍汰&&志尊淳&&胜村政信&&段田安则&&岸部一德,喜剧,日本,2019,6.5,452
谎言背后,张族权,侯天来&&安泽豪&&杨紫嫣&&韩烨&&张戈&&顾佳&&夏雨&&张驰&&牛飘&&汪洋&&马小茜&&张恒羽&&姜正阳&&陈颢文&&安琥&&唐磊&&杨力蕲&&王政钧&&海哈金喜&&宋邦春&&潘彦妃&&姜君&&白岚&&韩含&&葛佳佳&&张平雨&&刘小婉&&侯姝&&俞露,爱情&&家庭,中国大陆,2013,6.5,343
摇曳露营,二宫崇,福原遥,,日本,2020,6.5,444
我的女郎,朴英洙,崔始源&&蔡琳&&李贤宇&&朴寒星&&金熙元 Hae-won Kim&&洪宗玄,爱情,韩国,2010,6.4,7676
秘社,丽兹·弗德兰德,布丽特·罗伯森&&托马斯·戴克&&菲比·汤金&&杰西卡·帕克·肯尼迪&&阿什利·克劳&&雪莱·亨尼格&&艾米莉·霍尔姆斯&&亚当·哈林顿&&葛尔·哈罗德,剧情&&恐怖&&奇幻,美国,2011,6.4,6595
飘香剑雨,胡明凯,吴优&&任言恺&&刘家琪&&肖燕&&高广泽&&汤晶晶&&贾宗超&&骆明劼&&卓煜茜&&王博&&于洋&&张奕,武侠&&古装,中国大陆,2018,6.4,4544
侦探物语,大根仁,永山瑛太&&深田恭子&&森田刚&&中冈创一&&片山萌美&&矢岛健一&&苍井优&&中川雅也&&山口智子&&伊藤淳史&&安藤圣&&国村隼&&吹越满,剧情&&悬疑,日本,2017,6.4,3881
乱世桃花,陈剑波,俞飞鸿&&吴孟达&&吴京&&马雅舒&&叮当&&卓凡&&周野芒&&秦焰&&韩童生&&邵峰&&鲍国安&&翁家明&&黄达亮&&聂雅亮&&戚迹,剧情&&古装,中国大陆,2000,6.4,2011
最后的格格,刘逢声,霍思燕&&陈键锋&&严屹宽&&唐宁&&孙兴&&萧蔷&&程莉莎&&午马&&陈秀丽&&田牧宸&&洪欣&&程思寒&&沈保平&&韩振华&&宗峰岩&&卫莱,剧情&&爱情,中国大陆,2007,6.4,1693
太太万岁,沈严,闫妮&&许亚军&&张晨光&&刘莉莉&&赵子琪&&谭凯&&张璇&&盛冠森&&袁文康&&朱锐&&武泽锦熙,剧情&&家庭,中国大陆,2016,6.4,1220
槑头槑脑2,付滃,宋晓峰&&霍云龙&&程野&&燕飞&&唐娜&&田娃&&曹桐睿,喜剧,中国大陆,2017,6.4,377
澄和堇：年轻了45岁的女人,今井和久,桐谷美玲&&松坂庆子&&及川光博&&町田启太&&水泽绘玲奈&&竹内凉真&&秋元才加&&小池里奈&&谷川りさこ&&小槙まこ&&梶谷桃子&&小須田康人&&高杉真宙&&高桥瞳&&小日向文世&&小西真奈美,剧情&&爱情&&奇幻,日本,2016,6.3,3509
壮志雄心,唐季礼,陆毅&&张庭&&任达华&&沈傲君&&杨晨&&米卢&&韩晓&&乔振宇,剧情&&运动,中国大陆,2002,6.3,2408
尖子攻略,张乾文,欧阳震华&&邓萃雯&&许绍雄&&郭政鸿,剧情&&动作,中国香港,2008,6.3,2368
东京吸血鬼酒店,园子温,夏帆&&满岛真之介&&富手麻妙&&神乐坂惠&&安达祐实&&古藤ロレナ&&小谷早弥花&&森七菜,剧情&&惊悚&&奇幻,日本,2017,6.3,2988
杀寇决,白涛,张一山&&战菁一&&刘威&&柏智杰&&田岷&&尹铸胜&&杨旸&&郭柏松&&杨念生&&张东升&&石兰&&梁爱琪&&刘立伟,剧情&&战争,中国大陆,2014,6.3,375
E网情深,李敬华,陆毅&&陈浩民&&佟大为&&蒋虹&&郑嘉颖&&叶璇,剧情,中国大陆,2002,6.2,3672
FINAL,三宅喜重,龟梨和也&&藤木直人&&栗山千明&&桥本环奈&&林遣都&&高木雄也&&杉本哲太&&裕木奈江&&鹤见辰吾&&升毅&&水野美纪&&佐佐木藏之介,剧情&&悬疑&&犯罪,日本,2018,6.2,3109
杰克·莱恩,菲尔·亚伯拉罕,约翰·卡拉辛斯基&&维德尔·皮尔斯&&劳米·拉佩斯&&汤姆·拉斯齐哈&&詹迪·莫拉&&弗朗西斯科·丹尼斯&&克丽丝蒂娜·乌玛尼亚&&约翰·胡热那克&&约翰·艾德坡&&迈克尔·凯利&&苏珊·米斯纳尔&&迈克尔·奥尼尔&&列夫·戈恩&&威廉·杰克森·哈珀&&本尼托·马丁内斯&&莉迪亚·波尔图&&爱德华·萨拉斯&&马塞拉·凡尼加斯&&弗兰克·威利&&柳波芙·阿克肖诺娃&&杰茜卡·莱恰&&Elizabeth Paige&&大卫·诺罗尼亚&&Gustavo Angarita,剧情&&动作&&惊悚,美国,2019,6.2,1852
